Product_ID,Brand,Product_Name,Category,Date,Units_Sold,Rating,Review,Price_Per_Unit
PROD5984,Amul,Smartphone,Electronics,2023-08-26,145,1,Poor quality,1286.1
PROD7492,Reliance,Smartwatch,Electronics,2023-06-17,85,2,Very bad experience,182.26
PROD8408,Amul,Earphones,Electronics,2023-05-14,429,1,Stopped working,1486.48
PROD2010,Godrej,Smartwatch,Electronics,2023-02-22,421,1,Not worth it,1201.02
PROD5240,Patanjali,Smartwatch,Electronics,2023-07-25,200,1,Disappointed,1045.11
PROD6432,Tata,Smartwatch,Electronics,2023-04-12,472,2,Not worth it,986.68
PROD9128,Godrej,Smartwatch,Electronics,2023-01-26,96,4,Works well,1389.99
PROD5585,HUL,Smartphone,Electronics,2023-08-07,98,2,Very bad experience,563.22
PROD7750,Tata,Smartwatch,Electronics,2023-11-11,327,3,Neutral feeling,944.62
PROD5082,Tata,Smartwatch,Electronics,2023-05-24,206,2,Disappointed,248.99
PROD9231,Reliance,Smartphone,Electronics,2024-01-01,193,4,Loved it,745.54
PROD5602,Amul,Smartphone,Electronics,2023-04-03,23,2,Not worth it,512.37
PROD2640,ITC,Smartphone,Electronics,2023-07-03,402,2,Poor quality,896.78
PROD7363,Patanjali,Earphones,Electronics,2023-05-17,283,1,Poor quality,1233.61
PROD1462,Patanjali,Smartwatch,Electronics,2023-05-02,313,3,Could be better,511.11
PROD6063,ITC,Earphones,Electronics,2023-03-14,298,4,Value for money,1425.13
PROD9625,Tata,Smartphone,Electronics,2023-02-16,38,2,Not worth it,387.3
PROD6301,Amul,Smartwatch,Electronics,2023-11-11,113,3,Average product,1219.35
PROD6978,Patanjali,Smartwatch,Electronics,2023-10-28,370,1,Disappointed,1379.98
PROD6285,HUL,Smartphone,Electronics,2023-12-06,212,3,Fine,899.72
PROD3854,HUL,Smartwatch,Electronics,2023-08-12,415,4,Loved it,976.94
PROD3086,HUL,Smartwatch,Electronics,2023-10-29,427,3,Fine,304.26
PROD3983,Tata,Earphones,Electronics,2023-12-26,495,5,Excellent product,880.61
PROD6425,Patanjali,Earphones,Electronics,2023-11-24,299,4,Very good quality,200.96
PROD8317,Amul,Smartwatch,Electronics,2023-06-13,95,1,Very bad experience,972.47
PROD1020,Patanjali,Smartphone,Electronics,2023-05-08,364,3,It’s okay,148.3
PROD6754,Godrej,Smartphone,Electronics,2023-08-03,95,4,Works well,1332.6
PROD8393,Reliance,Smartwatch,Electronics,2023-09-03,413,2,Poor quality,1302.87
PROD6600,Amul,Smartwatch,Electronics,2023-01-11,173,1,Not worth it,428.64
PROD8909,Patanjali,Smartphone,Electronics,2023-02-08,290,1,Very bad experience,1415.66
PROD2659,HUL,Smartphone,Electronics,2023-03-26,320,2,Not worth it,1340.14
PROD5612,Patanjali,Smartwatch,Electronics,2023-07-29,366,5,Loved it,853.46
PROD1893,Tata,Smartwatch,Electronics,2023-01-26,211,4,Very good quality,879.07
PROD4271,Godrej,Smartwatch,Electronics,2023-02-14,160,5,Works well,1244.65
PROD2892,Patanjali,Smartwatch,Electronics,2023-03-29,336,1,Stopped working,473.13
PROD7349,Godrej,Smartphone,Electronics,2023-09-08,468,1,Disappointed,1008.51
PROD8619,Godrej,Smartphone,Electronics,2023-07-09,105,3,Neutral feeling,696.37
